ArrayExpress_Sex_s	ArrayExpress_Species_s	ArrayExpress_StrainOrLine_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Description_s	Sample_Name_s	Strain_s	sample_description_s	strain_s	Assay_Type_s	BioProject_s	Consent_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705997	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	362	Mus musculus	2015-02-21	ERR762716	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705998	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	370	Mus musculus	2015-02-21	ERR762717	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705965	250	Illumina HiSeq 2000	PAIRED		2016-02-24	424	211	Mus musculus	2015-02-21	ERR762684	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705966	250	Illumina HiSeq 2000	PAIRED		2016-02-24	770	362	Mus musculus	2015-02-21	ERR762685	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705953	250	Illumina HiSeq 2000	PAIRED		2016-02-24	770	353	Mus musculus	2015-02-21	ERR762672	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	JF1/MsJ	GCF_000001635.20	200	SAMEA4058772	SRM University Chennai India	ERX1589867	200	Illumina HiSeq 2500	PAIRED		2016-07-12	37039	10872	Mus musculus musculus	2016-07-12	ERR1518888	ERS1229882		76b83b10-3ea5-11e6-8045-68b599768938			JF1/MsJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	JF1/MsJ	GCF_000001635.20	200	SAMEA4058774	SRM University Chennai India	ERX1589868	450	Illumina HiSeq 2500	PAIRED		2016-07-12	26611	8044	Mus musculus musculus	2016-07-12	ERR1518889	ERS1229884		df5ae1e0-3ea5-11e6-a482-68b59976a384			JF1/MsJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	JF1/MsJ	GCF_000001635.20	200	SAMEA4058773	SRM University Chennai India	ERX1589869	600	Illumina HiSeq 2500	PAIRED		2016-07-12	22637	7112	Mus musculus musculus	2016-07-12	ERR1518890	ERS1229883		09502780-3ea6-11e6-a482-68b59976a384		JF1/MsJ	JF1/MsJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705972	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	398	Mus musculus	2015-02-21	ERR762691	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705980	250	Illumina HiSeq 2000	PAIRED		2016-02-24	770	374	Mus musculus	2015-02-21	ERR762699	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706191	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	411	Mus musculus	2015-02-21	ERR762910	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706192	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	410	Mus musculus	2015-02-21	ERR762911	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706193	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	427	Mus musculus	2015-02-21	ERR762912	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706194	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	413	Mus musculus	2015-02-21	ERR762913	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706195	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	415	Mus musculus	2015-02-21	ERR762914	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706196	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	414	Mus musculus	2015-02-21	ERR762915	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706197	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	416	Mus musculus	2015-02-21	ERR762916	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706198	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	418	Mus musculus	2015-02-21	ERR762917	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706199	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	417	Mus musculus	2015-02-21	ERR762918	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706200	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	432	Mus musculus	2015-02-21	ERR762919	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706201	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	404	Mus musculus	2015-02-21	ERR762920	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706202	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	405	Mus musculus	2015-02-21	ERR762921	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705981	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	390	Mus musculus	2015-02-21	ERR762700	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706204	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	406	Mus musculus	2015-02-21	ERR762923	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706205	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	410	Mus musculus	2015-02-21	ERR762924	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706206	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	412	Mus musculus	2015-02-21	ERR762925	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706207	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	430	Mus musculus	2015-02-21	ERR762926	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BR_cdJ	GCF_000001635.20	202	SAMEA3257410	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706208	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	387	Mus musculus	2015-02-21	ERR762927	ERS661325		C57BR_cdJ-sc-2231304		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BR_cdJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705982	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	375	Mus musculus	2015-02-21	ERR762701	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705983	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	384	Mus musculus	2015-02-21	ERR762702	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705984	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	390	Mus musculus	2015-02-21	ERR762703	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705985	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	391	Mus musculus	2015-02-21	ERR762704	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705989	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	352	Mus musculus	2015-02-21	ERR762708	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705993	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	393	Mus musculus	2015-02-21	ERR762712	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705999	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	373	Mus musculus	2015-02-21	ERR762718	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706000	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	391	Mus musculus	2015-02-21	ERR762719	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706001	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	370	Mus musculus	2015-02-21	ERR762720	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705968	250	Illumina HiSeq 2000	PAIRED		2016-02-24	770	368	Mus musculus	2015-02-21	ERR762687	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BL_10J	GCF_000001635.20	202	SAMEA3257409	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706032	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	364	Mus musculus	2015-02-21	ERR762751	ERS661323		C57BL_10J-sc-2231303		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BL_10J	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BL_10J	GCF_000001635.20	202	SAMEA3257409	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706033	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	376	Mus musculus	2015-02-21	ERR762752	ERS661323		C57BL_10J-sc-2231303		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BL_10J	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BL_10J	GCF_000001635.20	202	SAMEA3257409	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706034	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	373	Mus musculus	2015-02-21	ERR762753	ERS661323		C57BL_10J-sc-2231303		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BL_10J	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BL_10J	GCF_000001635.20	202	SAMEA3257409	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706035	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	383	Mus musculus	2015-02-21	ERR762754	ERS661323		C57BL_10J-sc-2231303		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BL_10J	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705969	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	387	Mus musculus	2015-02-21	ERR762688	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705970	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	386	Mus musculus	2015-02-21	ERR762689	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	BUB_BnJ	GCF_000001635.20	202	SAMEA3257408	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX705971	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	397	Mus musculus	2015-02-21	ERR762690	ERS661322		BUB_BnJ-sc-2231302		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	BUB_BnJ	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
	Mus musculus		mm9	302	SAMEA4386190	THE WELLCOME TRUST SANGER INSTITUTE	ERX1851534	460	HiSeq X Ten	PAIRED	DN462871O:F3	2017-01-16	137802	41073	Mus musculus	2017-01-12	ERR1787811	ERS1297639		60860d10-5898-11e6-9a3d-3c4a9275d6c8				WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BL_10J	GCF_000001635.20	202	SAMEA3257409	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706040	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	372	Mus musculus	2015-02-21	ERR762759	ERS661323		C57BL_10J-sc-2231303		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BL_10J	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
male	Mus musculus	C57BL_10J	GCF_000001635.20	202	SAMEA3257409	National Cancer Institute (NCI) at the National Institutes of Health (NIH), Maryland USA	ERX706041	250	Illumina HiSeq 2000	PAIRED		2016-02-25	770	387	Mus musculus	2015-02-21	ERR762760	ERS661323		C57BL_10J-sc-2231303		Whole-genome sequencing of inbred laboratory mouse strain. DNA obtained from the Jackson laboratory, ME, USA.	C57BL_10J	WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
